Age,Department,Gender,MaritalStatus,BusinessTravel,EducationField,DistanceFromHome,JobLevel,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,MonthlyIncome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,PerformanceRating,PercentSalaryHike,JobRole,Attrition,Attrition_Flag,Age_Group,Salary_Slab,Tenure_Group
37,Research & Development,Female,Married,Travel_Rarely,Life Sciences,15,1,4,4,2,3,Yes,5374,3,17,11,6,7,8,2,3,25,Research Scientist,No,0,36-45,3K-6K,10+ years
35,Research & Development,Male,Married,Non-Travel,Other,2,2,2,4,4,3,No,3680,2,6,11,0,1,9,3,4,11,Research Director,No,0,26-35,3K-6K,10+ years
27,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,5,3,3,3,2,2,No,5225,1,2,2,4,5,3,2,3,25,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
21,Sales,Male,Divorced,Travel_Rarely,Medical,7,1,2,4,3,4,No,6701,4,11,0,14,2,4,5,3,20,Sales Manager,No,0,18-25,6K-10K,0-1 years
32,Research & Development,Male,Married,Travel_Rarely,Other,7,1,1,1,2,3,Yes,2990,0,8,0,0,5,0,2,3,22,Laboratory Technician,No,0,26-35,< 3K,0-1 years
36,Sales,Female,Married,Travel_Frequently,Medical,8,3,3,4,3,3,No,6190,3,0,0,7,0,3,3,3,14,Sales Executive,No,0,36-45,6K-10K,0-1 years
52,Sales,Female,Married,Travel_Rarely,Life Sciences,27,2,1,2,3,3,No,2182,3,0,4,0,5,12,0,3,19,Sales Representative,No,0,46-60,< 3K,2-5 years
37,Sales,Female,Divorced,Travel_Rarely,Medical,6,2,4,3,2,3,No,9552,2,14,6,0,2,7,5,3,19,Sales Executive,No,0,36-45,6K-10K,6-10 years
45,Research & Development,Male,Single,Travel_Rarely,Life Sciences,11,3,2,4,2,3,No,6949,2,6,0,0,0,0,5,4,15,Manufacturing Director,No,0,36-45,6K-10K,0-1 years
32,Research & Development,Female,Single,Travel_Rarely,Life Sciences,11,2,4,3,2,3,No,12740,3,15,0,8,2,11,4,3,18,Manufacturing Director,No,0,26-35,10K+,0-1 years
25,Sales,Male,Divorced,Travel_Frequently,Life Sciences,8,1,2,1,3,2,No,2814,3,12,6,1,6,6,1,4,25,Sales Manager,No,0,18-25,< 3K,6-10 years
27,Research & Development,Male,Divorced,Travel_Rarely,Technical Degree,3,3,2,4,3,4,Yes,9699,2,19,2,9,0,7,5,3,12,Research Director,No,0,26-35,6K-10K,2-5 years
29,Research & Development,Male,Single,Travel_Rarely,Medical,9,4,4,4,2,4,No,8700,3,4,5,2,0,6,2,3,17,Healthcare Representative,No,0,26-35,6K-10K,2-5 years
55,Sales,Female,Married,Travel_Rarely,Life Sciences,1,1,3,3,3,3,No,4704,0,13,4,5,4,6,3,4,16,Sales Manager,No,0,46-60,3K-6K,2-5 years
29,Research & Development,Male,Married,Travel_Rarely,Life Sciences,12,1,2,4,1,4,No,4227,2,16,7,6,0,0,4,3,14,Laboratory Technician,No,0,26-35,3K-6K,6-10 years
44,Sales,Female,Married,Travel_Rarely,Medical,1,3,4,4,3,3,No,2863,5,6,3,0,7,8,3,3,18,Sales Representative,No,0,36-45,< 3K,2-5 years
28,Sales,Female,Single,Travel_Frequently,Human Resources,11,2,2,4,3,3,No,2481,1,20,3,5,7,0,3,3,12,Sales Representative,No,0,26-35,< 3K,2-5 years
44,Sales,Female,Single,Travel_Rarely,Life Sciences,5,2,1,2,4,4,Yes,3440,3,0,0,5,6,8,7,3,12,Sales Representative,No,0,36-45,3K-6K,0-1 years
39,Research & Development,Female,Married,Travel_Rarely,Life Sciences,3,2,3,3,4,3,No,2606,2,4,6,9,2,4,1,3,23,Healthcare Representative,No,0,36-45,< 3K,6-10 years
35,Sales,Female,Married,Travel_Rarely,Technical Degree,14,3,3,4,2,3,No,12507,6,0,7,0,7,7,0,4,15,Sales Representative,No,0,26-35,10K+,6-10 years
36,Research & Development,Male,Married,Travel_Frequently,Human Resources,6,2,3,4,2,3,No,2276,4,5,5,1,7,5,4,3,15,Laboratory Technician,No,0,36-45,< 3K,2-5 years
30,Sales,Male,Single,Travel_Rarely,Human Resources,8,1,4,1,4,3,No,5644,2,10,17,7,1,8,1,4,20,Sales Representative,No,0,26-35,3K-6K,10+ years
40,Sales,Male,Divorced,Travel_Rarely,Life Sciences,2,1,3,1,2,2,No,6608,1,18,7,10,7,4,0,3,22,Sales Executive,No,0,36-45,6K-10K,6-10 years
32,Sales,Male,Married,Travel_Rarely,Life Sciences,21,2,2,2,1,4,No,6330,3,10,5,2,0,5,2,3,23,Sales Representative,Yes,1,26-35,6K-10K,2-5 years
25,Research & Development,Male,Divorced,Travel_Rarely,Medical,9,4,2,4,2,2,No,6643,2,6,9,0,2,6,0,3,20,Healthcare Representative,No,0,18-25,6K-10K,6-10 years
24,Research & Development,Male,Single,Non-Travel,Life Sciences,9,2,1,4,3,3,No,8751,0,0,19,3,0,12,4,3,14,Research Scientist,No,0,18-25,6K-10K,10+ years
38,Research & Development,Male,Married,Travel_Rarely,Technical Degree,12,1,4,3,3,2,No,4069,1,1,8,0,3,6,4,4,15,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
50,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,1,4,1,1,4,3,Yes,5457,2,13,0,6,2,0,3,3,21,Laboratory Technician,No,0,46-60,3K-6K,0-1 years
37,Research & Development,Male,Married,Travel_Rarely,Medical,23,2,3,2,3,3,No,4425,3,18,9,0,1,2,1,3,23,Research Scientist,No,0,36-45,3K-6K,6-10 years
35,Research & Development,Female,Single,Travel_Rarely,Human Resources,6,2,3,4,2,3,No,10645,1,8,1,8,2,6,6,3,24,Research Scientist,No,0,26-35,10K+,0-1 years
39,Research & Development,Male,Single,Travel_Rarely,Other,22,1,4,2,3,3,No,16504,2,21,0,5,1,9,2,3,23,Manufacturing Director,No,0,36-45,10K+,0-1 years
48,Sales,Female,Single,Travel_Rarely,Medical,6,3,1,1,3,2,Yes,2697,3,3,16,8,3,1,2,3,20,Sales Representative,No,0,46-60,< 3K,10+ years
38,Sales,Female,Married,Travel_Rarely,Other,5,3,2,2,2,1,No,1702,2,8,15,0,6,13,2,3,13,Sales Representative,No,0,36-45,< 3K,10+ years
32,Research & Development,Male,Married,Travel_Frequently,Life Sciences,11,3,4,4,4,2,No,7111,2,9,1,0,0,5,2,3,17,Research Scientist,No,0,26-35,6K-10K,0-1 years
46,Sales,Female,Single,Travel_Frequently,Life Sciences,29,1,3,3,3,3,Yes,9369,5,23,1,9,5,6,3,3,12,Sales Executive,No,0,46-60,6K-10K,0-1 years
40,Sales,Female,Married,Travel_Rarely,Life Sciences,18,2,3,1,3,4,No,15256,4,12,7,1,3,0,0,4,17,Sales Executive,No,0,36-45,10K+,6-10 years
50,Research & Development,Female,Single,Non-Travel,Other,12,1,4,2,3,3,No,7803,3,0,1,0,4,8,2,3,20,Healthcare Representative,No,0,46-60,6K-10K,0-1 years
38,Research & Development,Male,Married,Non-Travel,Human Resources,11,5,4,4,3,3,No,11205,4,19,5,3,2,2,3,3,21,Healthcare Representative,No,0,36-45,10K+,2-5 years
25,Sales,Male,Married,Travel_Rarely,Life Sciences,9,1,2,3,3,2,No,12958,1,26,2,5,0,1,3,3,14,Sales Representative,No,0,18-25,10K+,2-5 years
24,Human Resources,Male,Single,Travel_Rarely,Life Sciences,21,2,4,3,3,4,No,11638,1,9,4,3,4,3,2,3,21,Human Resources,Yes,1,18-25,10K+,2-5 years
51,Sales,Female,Single,Travel_Rarely,Life Sciences,14,3,1,1,3,4,No,8443,2,4,0,6,4,10,2,3,15,Sales Executive,No,0,46-60,6K-10K,0-1 years
52,Sales,Female,Single,Travel_Rarely,Life Sciences,2,1,4,2,3,3,No,2569,4,18,11,5,0,6,3,3,21,Sales Representative,No,0,46-60,< 3K,10+ years
34,Human Resources,Female,Single,Travel_Rarely,Technical Degree,3,1,1,4,3,2,No,5176,0,27,13,5,0,0,2,3,25,HR Manager,No,0,26-35,3K-6K,10+ years
33,Research & Development,Female,Married,Travel_Rarely,Life Sciences,13,1,2,4,2,3,No,6133,3,18,5,9,3,2,1,3,15,Research Scientist,No,0,26-35,6K-10K,2-5 years
49,Research & Development,Female,Single,Non-Travel,Marketing,3,2,1,3,4,4,No,4922,6,0,6,4,5,10,2,3,13,Manufacturing Director,No,0,46-60,3K-6K,6-10 years
26,Research & Development,Female,Single,Travel_Rarely,Medical,9,5,4,4,4,2,Yes,5092,2,17,10,4,6,3,6,3,25,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
28,Human Resources,Male,Divorced,Travel_Frequently,Life Sciences,15,2,4,2,3,3,No,12313,2,14,6,7,6,6,6,3,18,HR Manager,No,0,26-35,10K+,6-10 years
42,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,11,5,2,4,4,4,No,3429,1,3,16,6,4,7,1,3,14,Laboratory Technician,No,0,36-45,3K-6K,10+ years
32,Research & Development,Male,Single,Travel_Rarely,Other,2,1,2,1,3,3,No,8070,5,21,0,0,2,0,2,3,15,Laboratory Technician,No,0,26-35,6K-10K,0-1 years
36,Sales,Male,Single,Travel_Frequently,Medical,4,2,2,2,3,3,No,6189,3,15,11,4,2,9,3,4,18,Sales Representative,No,0,36-45,6K-10K,10+ years
35,Research & Development,Male,Married,Travel_Rarely,Medical,12,4,1,4,3,3,No,3245,6,22,5,6,0,1,2,3,16,Manufacturing Director,No,0,26-35,3K-6K,2-5 years
39,Sales,Female,Divorced,Travel_Rarely,Life Sciences,29,4,4,4,1,4,No,2876,1,3,0,2,0,3,4,3,24,Sales Executive,No,0,36-45,< 3K,0-1 years
49,Research & Development,Male,Divorced,Travel_Rarely,Human Resources,8,1,1,4,3,3,No,2040,2,14,19,2,2,10,4,3,16,Healthcare Representative,No,0,46-60,< 3K,10+ years
37,Human Resources,Male,Single,Travel_Rarely,Technical Degree,16,2,4,3,3,4,Yes,6792,3,4,20,0,2,10,3,3,18,HR Manager,No,0,36-45,6K-10K,10+ years
42,Sales,Male,Single,Travel_Rarely,Technical Degree,11,4,4,4,2,3,No,5022,0,13,5,0,3,6,3,3,14,Sales Manager,No,0,36-45,3K-6K,2-5 years
18,Research & Development,Male,Married,Travel_Rarely,Medical,5,3,1,3,2,3,No,3302,2,23,9,3,0,7,5,3,21,Research Scientist,No,0,18-25,3K-6K,6-10 years
36,Sales,Male,Divorced,Travel_Rarely,Technical Degree,16,2,3,2,3,4,No,1853,3,0,3,5,0,8,2,3,22,Sales Manager,No,0,36-45,< 3K,2-5 years
28,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,2,1,4,3,3,3,No,6597,3,0,4,0,5,10,6,3,19,Healthcare Representative,No,0,26-35,6K-10K,2-5 years
25,Research & Development,Female,Single,Travel_Rarely,Medical,15,1,4,3,4,3,Yes,4726,1,19,0,10,0,10,2,3,23,Healthcare Representative,No,0,18-25,3K-6K,0-1 years
28,Sales,Male,Married,Travel_Rarely,Life Sciences,12,2,4,3,2,1,Yes,3512,1,11,0,0,0,4,4,3,15,Sales Representative,No,0,26-35,3K-6K,0-1 years
33,Sales,Male,Single,Travel_Rarely,Medical,5,2,1,4,4,4,Yes,3060,1,20,17,8,3,1,2,3,19,Sales Manager,Yes,1,26-35,3K-6K,10+ years
44,Research & Development,Male,Married,Travel_Rarely,Other,3,1,1,3,2,3,Yes,4561,2,5,6,6,0,3,4,3,21,Manufacturing Director,No,0,36-45,3K-6K,6-10 years
24,Research & Development,Male,Divorced,Travel_Rarely,Other,6,1,4,1,2,2,No,6734,3,11,6,13,6,5,1,3,24,Research Scientist,No,0,18-25,6K-10K,6-10 years
36,Sales,Male,Married,Travel_Frequently,Medical,4,2,2,2,3,4,No,4337,2,17,1,6,0,4,4,3,15,Sales Executive,Yes,1,36-45,3K-6K,0-1 years
32,Research & Development,Female,Single,Travel_Rarely,Medical,7,2,3,4,3,4,Yes,2705,2,13,7,0,3,0,2,3,13,Healthcare Representative,No,0,26-35,< 3K,6-10 years
33,Research & Development,Female,Married,Travel_Rarely,Human Resources,6,2,4,1,3,4,No,5036,0,0,0,8,0,6,3,3,22,Manufacturing Director,No,0,26-35,3K-6K,0-1 years
45,Research & Development,Male,Married,Travel_Rarely,Other,5,2,3,4,2,3,Yes,9242,2,34,1,11,3,0,0,3,18,Manufacturing Director,No,0,36-45,6K-10K,0-1 years
41,Research & Development,Male,Divorced,Non-Travel,Marketing,1,1,1,1,2,4,Yes,5316,2,13,0,0,1,4,5,3,11,Research Director,Yes,1,36-45,3K-6K,0-1 years
48,Sales,Male,Married,Travel_Rarely,Life Sciences,3,3,2,2,3,4,No,5399,3,0,14,7,2,5,2,3,23,Sales Executive,No,0,46-60,3K-6K,10+ years
35,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,17,2,4,4,2,2,No,4347,0,14,0,7,6,4,2,3,18,Research Director,No,0,26-35,3K-6K,0-1 years
30,Research & Development,Female,Single,Travel_Rarely,Human Resources,5,1,2,2,2,4,No,3188,3,14,0,3,0,7,6,3,20,Laboratory Technician,No,0,26-35,3K-6K,0-1 years
34,Sales,Female,Single,Travel_Rarely,Marketing,7,2,1,4,2,3,Yes,3130,4,19,0,0,0,7,4,3,16,Sales Representative,No,0,26-35,3K-6K,0-1 years
38,Research & Development,Female,Single,Travel_Rarely,Marketing,6,2,4,1,2,4,No,2085,1,18,1,3,2,13,2,3,25,Laboratory Technician,No,0,36-45,< 3K,0-1 years
38,Sales,Female,Single,Travel_Rarely,Medical,22,2,3,3,3,3,Yes,9958,1,9,3,2,7,2,4,3,17,Sales Manager,No,0,36-45,6K-10K,2-5 years
26,Research & Development,Female,Single,Travel_Rarely,Medical,4,2,3,3,2,3,No,6706,0,0,12,10,2,5,2,3,19,Research Scientist,No,0,26-35,6K-10K,10+ years
37,Sales,Female,Married,Travel_Rarely,Life Sciences,4,2,4,4,3,3,No,5441,0,15,5,4,6,5,1,3,19,Sales Representative,Yes,1,36-45,3K-6K,2-5 years
38,Sales,Male,Single,Travel_Rarely,Marketing,12,3,3,1,3,1,No,6118,2,0,4,2,2,5,5,3,25,Sales Executive,No,0,36-45,6K-10K,2-5 years
59,Sales,Male,Single,Travel_Frequently,Life Sciences,10,1,4,2,3,2,No,6268,2,21,8,2,6,0,0,3,20,Sales Manager,No,0,46-60,6K-10K,6-10 years
53,Research & Development,Male,Single,Travel_Rarely,Medical,12,1,4,3,3,3,No,3472,7,5,3,5,4,0,4,3,12,Research Scientist,No,0,46-60,3K-6K,2-5 years
28,Research & Development,Male,Single,Non-Travel,Marketing,12,1,2,4,3,4,No,4348,2,16,20,4,4,4,3,3,23,Healthcare Representative,No,0,26-35,3K-6K,10+ years
33,Sales,Male,Divorced,Travel_Frequently,Technical Degree,16,2,2,4,4,1,Yes,4006,2,6,2,1,0,0,4,3,11,Sales Manager,No,0,26-35,3K-6K,2-5 years
23,Research & Development,Male,Divorced,Travel_Frequently,Life Sciences,2,2,2,4,2,2,No,20000,1,7,8,5,0,3,6,4,18,Healthcare Representative,No,0,18-25,10K+,6-10 years
31,Research & Development,Female,Single,Travel_Frequently,Marketing,11,3,3,3,3,3,No,9114,2,5,11,2,6,1,0,3,16,Manufacturing Director,No,0,26-35,6K-10K,10+ years
39,Research & Development,Female,Married,Travel_Rarely,Life Sciences,4,1,3,3,1,2,Yes,5703,1,17,2,0,6,3,4,3,18,Healthcare Representative,No,0,36-45,3K-6K,2-5 years
47,Human Resources,Male,Married,Travel_Rarely,Life Sciences,1,2,3,4,3,2,Yes,11023,1,6,7,7,10,9,5,3,23,Human Resources,No,0,46-60,10K+,6-10 years
29,Sales,Male,Divorced,Travel_Rarely,Medical,12,1,4,4,3,2,No,10283,2,17,3,6,0,0,3,3,12,Sales Representative,No,0,26-35,10K+,2-5 years
30,Research & Development,Female,Married,Travel_Rarely,Life Sciences,11,2,3,4,2,3,Yes,2434,3,6,8,5,4,7,1,3,11,Healthcare Representative,No,0,26-35,< 3K,6-10 years
18,Sales,Male,Single,Travel_Rarely,Other,8,3,4,4,1,3,No,4600,0,9,7,2,0,2,2,3,24,Sales Executive,No,0,18-25,3K-6K,6-10 years
35,Research & Development,Male,Married,Travel_Rarely,Human Resources,16,1,3,4,1,4,No,5154,0,11,5,4,0,2,2,3,14,Research Scientist,No,0,26-35,3K-6K,2-5 years
26,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,4,1,3,1,1,3,No,7279,6,12,0,7,1,6,3,3,17,Laboratory Technician,No,0,26-35,6K-10K,0-1 years
31,Research & Development,Male,Married,Non-Travel,Technical Degree,13,2,1,2,3,2,No,4597,1,4,17,1,4,3,3,3,25,Manufacturing Director,No,0,26-35,3K-6K,10+ years
28,Research & Development,Male,Married,Travel_Rarely,Medical,7,3,3,4,2,4,No,4926,2,17,10,7,1,0,2,3,21,Research Scientist,No,0,26-35,3K-6K,6-10 years
35,Research & Development,Female,Single,Travel_Rarely,Medical,8,1,3,3,3,4,No,4035,1,9,0,0,3,3,5,3,20,Research Director,No,0,26-35,3K-6K,0-1 years
20,Sales,Female,Married,Travel_Rarely,Technical Degree,1,4,1,1,4,3,Yes,9259,2,15,3,5,5,0,2,4,11,Sales Representative,No,0,18-25,6K-10K,2-5 years
23,Sales,Female,Divorced,Travel_Rarely,Medical,16,5,4,3,2,4,Yes,2351,4,11,0,4,6,6,3,3,16,Sales Manager,No,0,18-25,< 3K,0-1 years
55,Research & Development,Male,Married,Travel_Frequently,Life Sciences,11,3,3,3,2,3,No,4111,1,16,11,8,5,0,2,3,18,Research Director,No,0,46-60,3K-6K,10+ years
24,Research & Development,Female,Married,Travel_Rarely,Life Sciences,13,1,2,4,3,4,No,1886,0,8,6,0,4,8,4,3,12,Manufacturing Director,No,0,18-25,< 3K,6-10 years
26,Research & Development,Female,Married,Travel_Rarely,Medical,4,2,4,4,4,3,No,2952,5,5,6,1,2,6,4,3,20,Healthcare Representative,No,0,26-35,< 3K,6-10 years
53,Human Resources,Male,Married,Travel_Rarely,Other,10,1,2,1,3,2,Yes,6191,0,14,1,0,1,10,3,3,22,HR Manager,No,0,46-60,6K-10K,0-1 years
60,Sales,Female,Married,Travel_Rarely,Medical,7,4,3,3,2,2,No,6256,2,7,4,2,4,13,1,3,16,Sales Manager,No,0,46-60,6K-10K,2-5 years
25,Sales,Male,Married,Travel_Rarely,Life Sciences,11,2,3,1,4,3,No,4377,1,23,11,5,0,8,3,3,24,Sales Executive,No,0,18-25,3K-6K,10+ years
33,Research & Development,Male,Divorced,Non-Travel,Life Sciences,10,1,1,4,3,4,Yes,9649,3,12,12,0,3,1,1,3,25,Research Director,No,0,26-35,6K-10K,10+ years
39,Research & Development,Male,Married,Travel_Rarely,Human Resources,25,1,3,1,2,3,No,10950,3,0,11,2,0,13,1,3,22,Manufacturing Director,No,0,36-45,10K+,10+ years
52,Research & Development,Male,Married,Travel_Rarely,Life Sciences,20,3,2,3,4,1,No,5006,1,6,0,6,2,0,3,3,15,Manufacturing Director,No,0,46-60,3K-6K,0-1 years
27,Research & Development,Male,Married,Travel_Rarely,Medical,7,4,2,3,4,1,No,5968,5,3,5,4,0,0,3,4,12,Laboratory Technician,No,0,26-35,3K-6K,2-5 years
34,Research & Development,Male,Single,Travel_Rarely,Medical,12,2,3,3,3,3,No,4054,1,20,8,4,1,11,7,3,21,Manufacturing Director,No,0,26-35,3K-6K,6-10 years
43,Research & Development,Male,Single,Non-Travel,Life Sciences,6,2,1,3,2,4,No,7341,1,17,2,0,0,6,6,3,18,Manufacturing Director,No,0,36-45,6K-10K,2-5 years
40,Human Resources,Female,Single,Travel_Rarely,Life Sciences,16,3,4,4,3,3,No,2696,1,11,0,4,0,0,5,3,21,Human Resources,No,0,36-45,< 3K,0-1 years
33,Research & Development,Male,Married,Travel_Rarely,Life Sciences,7,3,2,3,2,3,Yes,13962,1,13,0,4,2,0,2,3,17,Research Director,No,0,26-35,10K+,0-1 years
35,Research & Development,Male,Single,Travel_Rarely,Life Sciences,5,3,2,1,3,3,No,9734,3,10,15,3,0,6,6,4,13,Manufacturing Director,No,0,26-35,6K-10K,10+ years
24,Sales,Male,Married,Travel_Rarely,Medical,10,2,4,2,2,4,No,2689,2,18,0,5,0,1,4,3,24,Sales Manager,No,0,18-25,< 3K,0-1 years
34,Research & Development,Female,Divorced,Travel_Rarely,Technical Degree,19,2,3,3,3,4,No,3369,4,15,6,3,5,1,1,3,25,Research Director,No,0,26-35,3K-6K,6-10 years
34,Sales,Male,Single,Travel_Rarely,Life Sciences,17,3,3,2,3,2,No,6556,3,17,5,2,3,12,8,4,22,Sales Representative,No,0,26-35,6K-10K,2-5 years
38,Research & Development,Female,Married,Travel_Frequently,Medical,6,1,3,4,4,3,No,4317,1,9,5,0,0,13,1,3,11,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
31,Sales,Male,Divorced,Travel_Rarely,Life Sciences,23,2,4,2,4,4,No,7016,5,6,4,8,5,5,1,3,23,Sales Manager,No,0,26-35,6K-10K,2-5 years
40,Research & Development,Male,Married,Travel_Rarely,Life Sciences,4,1,1,4,1,4,No,4267,2,16,11,0,1,3,5,3,25,Research Scientist,No,0,36-45,3K-6K,10+ years
45,Research & Development,Male,Single,Travel_Frequently,Marketing,5,2,1,1,2,3,Yes,12029,0,23,6,5,1,8,1,3,17,Healthcare Representative,No,0,36-45,10K+,6-10 years
37,Sales,Male,Married,Travel_Frequently,Marketing,15,3,4,4,3,2,No,5224,4,20,2,11,0,2,6,3,18,Sales Executive,No,0,36-45,3K-6K,2-5 years
39,Research & Development,Female,Married,Travel_Rarely,Marketing,1,1,1,1,2,3,Yes,19687,4,24,6,8,8,0,1,3,11,Manufacturing Director,No,0,36-45,10K+,6-10 years
36,Research & Development,Female,Married,Travel_Rarely,Life Sciences,8,2,4,3,1,3,No,7244,2,12,0,6,3,0,5,3,20,Laboratory Technician,No,0,36-45,6K-10K,0-1 years
36,Research & Development,Male,Single,Travel_Rarely,Medical,7,1,3,2,3,2,No,2476,1,3,9,5,3,4,4,3,22,Research Director,No,0,36-45,< 3K,6-10 years
30,Research & Development,Female,Married,Travel_Frequently,Medical,24,4,3,3,3,4,Yes,16383,0,4,2,3,4,8,1,4,14,Healthcare Representative,No,0,26-35,10K+,2-5 years
39,Sales,Male,Married,Travel_Rarely,Other,3,3,4,2,1,2,No,9516,4,22,2,0,0,4,3,3,20,Sales Representative,No,0,36-45,6K-10K,2-5 years
35,Research & Development,Male,Single,Travel_Rarely,Medical,4,2,4,4,3,4,No,6409,2,0,9,3,1,7,4,3,14,Healthcare Representative,No,0,26-35,6K-10K,6-10 years
55,Research & Development,Male,Married,Travel_Rarely,Other,26,3,1,3,4,3,No,7421,1,23,4,6,4,8,2,3,13,Healthcare Representative,No,0,46-60,6K-10K,2-5 years
50,Research & Development,Male,Single,Travel_Rarely,Life Sciences,7,1,3,4,3,1,No,2704,4,5,4,6,2,10,5,3,11,Research Scientist,No,0,46-60,< 3K,2-5 years
39,Sales,Female,Married,Travel_Rarely,Medical,18,3,4,4,2,3,No,1928,1,26,13,7,9,5,5,3,22,Sales Executive,No,0,36-45,< 3K,10+ years
29,Research & Development,Male,Divorced,Travel_Frequently,Marketing,6,3,2,3,3,3,No,5082,2,10,0,9,1,5,4,4,14,Research Director,No,0,26-35,3K-6K,0-1 years
26,Sales,Male,Single,Travel_Rarely,Life Sciences,5,1,4,4,4,4,Yes,11100,1,17,9,3,5,4,1,3,13,Sales Representative,No,0,26-35,10K+,6-10 years
47,Sales,Male,Married,Travel_Rarely,Medical,19,5,3,2,1,3,No,6464,0,30,12,5,5,3,6,3,25,Sales Manager,No,0,46-60,6K-10K,10+ years
38,Research & Development,Male,Married,Non-Travel,Medical,29,1,1,3,3,2,No,13312,0,8,13,0,3,0,4,4,22,Laboratory Technician,No,0,36-45,10K+,10+ years
40,Sales,Male,Single,Travel_Rarely,Other,20,2,4,2,3,4,No,10755,0,8,19,13,3,9,4,3,14,Sales Manager,No,0,36-45,10K+,10+ years
20,Research & Development,Female,Divorced,Travel_Rarely,Life Sciences,5,1,4,4,3,3,No,5259,2,5,2,2,2,2,2,3,21,Research Scientist,No,0,18-25,3K-6K,2-5 years
44,Research & Development,Male,Married,Travel_Rarely,Other,8,3,1,1,2,2,No,9971,1,3,1,7,0,2,4,4,18,Manufacturing Director,No,0,36-45,6K-10K,0-1 years
40,Sales,Male,Single,Travel_Rarely,Life Sciences,4,1,4,3,4,4,Yes,12014,3,8,11,2,4,2,4,3,11,Sales Representative,No,0,36-45,10K+,10+ years
26,Sales,Male,Divorced,Travel_Rarely,Medical,4,1,2,3,2,2,Yes,4976,2,7,12,2,4,0,3,3,15,Sales Representative,No,0,26-35,3K-6K,10+ years
32,Research & Development,Male,Married,Travel_Rarely,Medical,4,2,1,3,1,2,Yes,4623,0,1,1,3,4,4,5,4,22,Research Director,No,0,26-35,3K-6K,0-1 years
38,Research & Development,Male,Married,Travel_Rarely,Life Sciences,6,5,2,2,1,3,Yes,5618,3,9,9,0,3,6,1,4,21,Research Scientist,No,0,36-45,3K-6K,6-10 years
36,Research & Development,Female,Single,Travel_Rarely,Other,9,1,4,3,3,3,No,1500,2,15,22,0,5,1,1,4,17,Healthcare Representative,No,0,36-45,< 3K,10+ years
33,Research & Development,Female,Single,Travel_Rarely,Human Resources,8,2,1,4,1,3,No,6067,5,4,7,9,0,8,3,3,25,Research Director,No,0,26-35,6K-10K,6-10 years
35,Research & Development,Male,Married,Travel_Frequently,Other,14,2,1,2,3,4,Yes,7728,1,10,12,6,7,3,2,3,18,Research Scientist,No,0,26-35,6K-10K,10+ years
34,Research & Development,Female,Single,Travel_Rarely,Other,9,3,4,2,4,2,No,5630,1,22,15,0,0,0,3,3,11,Healthcare Representative,No,0,26-35,3K-6K,10+ years
37,Research & Development,Male,Single,Travel_Frequently,Medical,13,1,3,4,1,4,Yes,6285,3,0,21,6,2,9,2,3,25,Research Scientist,No,0,36-45,6K-10K,10+ years
49,Research & Development,Female,Married,Travel_Rarely,Medical,14,2,1,4,3,1,No,5077,2,26,7,7,5,5,5,3,11,Healthcare Representative,No,0,46-60,3K-6K,6-10 years
18,Sales,Female,Single,Travel_Rarely,Technical Degree,6,4,2,1,4,2,No,1734,3,6,14,1,1,7,1,3,24,Sales Representative,No,0,18-25,< 3K,10+ years
34,Sales,Female,Single,Travel_Rarely,Life Sciences,7,1,4,3,1,2,No,12976,5,13,1,6,5,8,2,3,12,Sales Manager,No,0,26-35,10K+,0-1 years
38,Sales,Female,Single,Travel_Rarely,Technical Degree,29,2,3,1,3,1,Yes,4248,2,21,6,8,1,0,2,4,16,Sales Executive,No,0,36-45,3K-6K,6-10 years
39,Research & Development,Male,Married,Travel_Rarely,Medical,5,4,4,4,4,3,No,3702,2,24,3,0,3,2,2,3,11,Laboratory Technician,No,0,36-45,3K-6K,2-5 years
33,Research & Development,Male,Married,Travel_Rarely,Medical,13,1,1,3,3,4,No,10974,2,15,0,6,2,8,3,3,21,Research Scientist,No,0,26-35,10K+,0-1 years
20,Research & Development,Male,Divorced,Travel_Rarely,Life Sciences,3,2,3,2,3,4,No,8908,2,5,0,5,1,11,1,3,15,Healthcare Representative,No,0,18-25,6K-10K,0-1 years
39,Research & Development,Male,Single,Travel_Rarely,Life Sciences,15,1,4,2,4,3,Yes,6043,4,5,9,12,9,4,3,3,18,Research Scientist,No,0,36-45,6K-10K,6-10 years
